"Event.Index","UTC.Timestamp","UTC.Date","Participant.Private.ID","Task.Version","Trial.Number","Response","display","ARGUER_ID","discuss_1","read_1","gender","edu","argument_ID","Arg_Position","Arguments","stanely_V","stanley_Nv","intellectual_v_1","intellectual_v_2","intellectual_v_3","intellectual_Nv_1","intellectual_Nv_2","intellectual_Nv_3","morality_v_1","morality_v_2","morality_v_3","morality_Nv_1","morality_Nv_2","morality_Nv_3","rater_position","response_ratings","argument_index","Rater_ID","argument_Position","Arguer_Position","ITT_Condition_ProArguers","ITT_Condition_AntiArguers","ITT_cond","ITT_Baseline_ProArguers","ITT_Baseline_AntiArguers","passedITT","passed_relative_ITT"
63,1647025650509,"11/03/2022 19:07:30",6025110,2,61,"Strongly Agree","statements",13,"Rarely","A few times a year","Male","No formal qualifications",2,"vegan","You can save animals by eating vegan food.","Somewhat Agree",NA,"Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree",NA,NA,NA,"Strongly Disagree","Somewhat Disagree","Somewhat Agree",NA,NA,NA,"Pro",7,674,313,"For","ANTI",0,1,1,0,0,1,1
3,1647025996344,"11/03/2022 19:13:16",6025182,2,1,"Strongly Agree","statements",18,"Most months","Most weeks","Female","Undergraduate degree (BSc, BA)",3,"vegan","Have a healthy life. ","Strongly agree",NA,"Strongly Disagree","Strongly Disagree","Strongly Disagree",NA,NA,NA,"Strongly Disagree","Strongly Disagree","Strongly Disagree",NA,NA,NA,"Pro",7,705,314,"For","ANTI",0,1,1,0,0,1,1
4,1647025998157,"11/03/2022 19:13:18",6025182,2,2,"Strongly Agree","statements",12,"A few times a year","Most months","Male","A levels",2,"vegan","Because of the way animals are treated","Strongly agree",NA,"Disagree","Disagree","Disagree",NA,NA,NA,"Strongly Disagree","Disagree","Strongly Disagree",NA,NA,NA,"Pro",7,668,314,"For","ANTI",0,1,1,0,0,1,1
5,1647026002236,"11/03/2022 19:13:22",6025182,2,3,"Strongly Agree","statements",19,"A few times a year","A few times a year","Male","No formal qualifications",2,"vegan","I want to change the way animals are treated and sacrificed for food","Agree",NA,"Agree","Somewhat Disagree","Disagree",NA,NA,NA,"Disagree","Disagree","Somewhat Disagree",NA,NA,NA,"Pro",7,710,314,"For","ANTI",0,1,1,0,0,1,1
6,1647026005613,"11/03/2022 19:13:25",6025182,2,4,"Agree","statements",20,"Once or twice a year","A few times a year","Prefer not to say","Undergraduate degree (BSc, BA)",2,"vegan","vegan food tastes amazing","Somewhat Disagree",NA,"Disagree","Disagree","Disagree",NA,NA,NA,"Disagree","Disagree","Disagree",NA,NA,NA,"Pro",6,716,314,"For","ANTI",0,1,1,0,0,1,1
9,1647026017446,"11/03/2022 19:13:37",6025182,2,7,"Agree","statements",18,"Most months","Most weeks","Female","Undergraduate degree (BSc, BA)",1,"vegan","The love and care of the animals. ","Strongly agree",NA,"Strongly Disagree","Strongly Disagree","Strongly Disagree",NA,NA,NA,"Strongly Disagree","Strongly Disagree","Strongly Disagree",NA,NA,NA,"Pro",6,703,314,"For","ANTI",0,1,1,0,0,1,1
10,1647026019040,"11/03/2022 19:13:39",6025182,2,8,"Agree","statements",17,"Rarely","A few times a year","Male","A levels",3,"vegan","Some health benefits that come with it","Disagree",NA,"Strongly Disagree","Strongly Disagree","Strongly Disagree",NA,NA,NA,"Strongly Disagree","Strongly Disagree","Strongly Disagree",NA,NA,NA,"Pro",6,699,314,"For","ANTI",0,1,1,0,0,1,1
11,1647026020607,"11/03/2022 19:13:40",6025182,2,9,"Strongly Agree","statements",14,"Once or twice a year","Rarely","Female","Undergraduate degree (BSc, BA)",2,"vegan","I believe it's healthier","Somewhat Disagree",NA,"Disagree","Somewhat Disagree","Disagree",NA,NA,NA,"Disagree","Disagree","Disagree",NA,NA,NA,"Pro",7,680,314,"For","ANTI",0,1,1,0,0,1,1
12,1647026023430,"11/03/2022 19:13:43",6025182,2,10,"Somewhat Agree","statements",16,"Most months","Most months","Male","A levels",2,"vegan","it decreases CO2 emission","Somewhat Disagree",NA,"Neither Agree nor Disagree","Somewhat Agree","Disagree",NA,NA,NA,"Agree","Somewhat Disagree","Neither Agree nor Disagree",NA,NA,NA,"Pro",5,692,314,"For","ANTI",0,1,1,0,0,0,0
14,1647026029487,"11/03/2022 19:13:49",6025182,2,12,"Agree","statements",18,"Most months","Most weeks","Female","Undergraduate degree (BSc, BA)",2,"vegan","Enviromental care.  ","Strongly agree",NA,"Strongly Disagree","Strongly Disagree","Strongly Disagree",NA,NA,NA,"Strongly Disagree","Strongly Disagree","Strongly Disagree",NA,NA,NA,"Pro",6,704,314,"For","ANTI",0,1,1,0,0,1,1
15,1647026031303,"11/03/2022 19:13:51",6025182,2,13,"Agree","statements",14,"Once or twice a year","Rarely","Female","Undergraduate degree (BSc, BA)",3,"vegan","Saving the planet, less animal farms ","Somewhat Disagree",NA,"Disagree","Somewhat Disagree","Disagree",NA,NA,NA,"Disagree","Disagree","Disagree",NA,NA,NA,"Pro",6,681,314,"For","ANTI",0,1,1,0,0,1,1
17,1647026037479,"11/03/2022 19:13:57",6025182,2,15,"Agree","statements",13,"Rarely","A few times a year","Male","No formal qualifications",1,"vegan","It is healthier for environment because it leaves smaller carbon footprint.","Somewhat Agree",NA,"Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree",NA,NA,NA,"Strongly Disagree","Somewhat Disagree","Somewhat Agree",NA,NA,NA,"Pro",6,673,314,"For","ANTI",0,1,1,0,0,1,1
21,1647026049896,"11/03/2022 19:14:09",6025182,2,19,"Strongly Agree","statements",13,"Rarely","A few times a year","Male","No formal qualifications",3,"vegan","It's even tastier than animal food, and much healthier.","Somewhat Agree",NA,"Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree",NA,NA,NA,"Strongly Disagree","Somewhat Disagree","Somewhat Agree",NA,NA,NA,"Pro",7,675,314,"For","ANTI",0,1,1,0,0,1,1
33,1647026087542,"11/03/2022 19:14:47",6025182,2,31,"Somewhat Agree","statements",15,"Rarely","Rarely","Male","Postgraduate degree (MSc, MA, MPhil)",1,"vegan","Animals are in small cages.","Somewhat Agree",NA,"Strongly Disagree","Neither Agree nor Disagree","Disagree",NA,NA,NA,"Disagree","Disagree","Somewhat Disagree",NA,NA,NA,"Pro",5,685,314,"For","ANTI",0,1,1,0,0,0,0
34,1647026089421,"11/03/2022 19:14:49",6025182,2,32,"Agree","statements",12,"A few times a year","Most months","Male","A levels",3,"vegan","Because of health related problems","Strongly agree",NA,"Disagree","Disagree","Disagree",NA,NA,NA,"Strongly Disagree","Disagree","Strongly Disagree",NA,NA,NA,"Pro",6,669,314,"For","ANTI",0,1,1,0,0,1,1
35,1647026090990,"11/03/2022 19:14:50",6025182,2,33,"Strongly Agree","statements",15,"Rarely","Rarely","Male","Postgraduate degree (MSc, MA, MPhil)",3,"vegan","we can live without meat.","Somewhat Agree",NA,"Strongly Disagree","Neither Agree nor Disagree","Disagree",NA,NA,NA,"Disagree","Disagree","Somewhat Disagree",NA,NA,NA,"Pro",7,687,314,"For","ANTI",0,1,1,0,0,1,1
38,1647026096934,"11/03/2022 19:14:56",6025182,2,36,"Somewhat Agree","statements",19,"A few times a year","A few times a year","Male","No formal qualifications",3,"vegan","I want to reduce carbon footprint generated by producing meat","Agree",NA,"Agree","Somewhat Disagree","Disagree",NA,NA,NA,"Disagree","Disagree","Somewhat Disagree",NA,NA,NA,"Pro",5,711,314,"For","ANTI",0,1,1,0,0,0,0
39,1647026098596,"11/03/2022 19:14:58",6025182,2,37,"Somewhat Agree","statements",11,"Never","Once or twice a year","Male","Vocational Training / Apprenticeship",1,"vegan","You are saving the planet","Somewhat Agree",NA,"Strongly Disagree","Strongly Disagree","Strongly Disagree",NA,NA,NA,"Strongly Disagree","Strongly Disagree","Strongly Disagree",NA,NA,NA,"Pro",5,661,314,"For","ANTI",0,1,1,0,0,0,0
41,1647026102512,"11/03/2022 19:15:02",6025182,2,39,"Agree","statements",14,"Once or twice a year","Rarely","Female","Undergraduate degree (BSc, BA)",1,"vegan","Saving Animals from cruel conditions","Somewhat Disagree",NA,"Disagree","Somewhat Disagree","Disagree",NA,NA,NA,"Disagree","Disagree","Disagree",NA,NA,NA,"Pro",6,679,314,"For","ANTI",0,1,1,0,0,1,1
45,1647026116529,"11/03/2022 19:15:16",6025182,2,43,"Strongly Disagree","statements",15,"Rarely","Rarely","Male","Postgraduate degree (MSc, MA, MPhil)",2,"vegan","Animals are raised to go directly to a slaughterhouse.","Somewhat Agree",NA,"Strongly Disagree","Neither Agree nor Disagree","Disagree",NA,NA,NA,"Disagree","Disagree","Somewhat Disagree",NA,NA,NA,"Pro",1,686,314,"For","ANTI",0,1,1,0,0,0,0
46,1647026120681,"11/03/2022 19:15:20",6025182,2,44,"Somewhat Agree","statements",13,"Rarely","A few times a year","Male","No formal qualifications",2,"vegan","You can save animals by eating vegan food.","Somewhat Agree",NA,"Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree",NA,NA,NA,"Strongly Disagree","Somewhat Disagree","Somewhat Agree",NA,NA,NA,"Pro",5,674,314,"For","ANTI",0,1,1,0,0,0,0
47,1647026122252,"11/03/2022 19:15:22",6025182,2,45,"Strongly Agree","statements",20,"Once or twice a year","A few times a year","Prefer not to say","Undergraduate degree (BSc, BA)",3,"vegan","better overall health","Somewhat Disagree",NA,"Disagree","Disagree","Disagree",NA,NA,NA,"Disagree","Disagree","Disagree",NA,NA,NA,"Pro",7,717,314,"For","ANTI",0,1,1,0,0,1,1
49,1647026126305,"11/03/2022 19:15:26",6025182,2,47,"Agree","statements",12,"A few times a year","Most months","Male","A levels",1,"vegan","Because of polution that comes from the production of meat","Strongly agree",NA,"Disagree","Disagree","Disagree",NA,NA,NA,"Strongly Disagree","Disagree","Strongly Disagree",NA,NA,NA,"Pro",6,667,314,"For","ANTI",0,1,1,0,0,1,1
52,1647026132533,"11/03/2022 19:15:32",6025182,2,50,"Agree","statements",17,"Rarely","A few times a year","Male","A levels",2,"vegan","Due to environmental reasons","Disagree",NA,"Strongly Disagree","Strongly Disagree","Strongly Disagree",NA,NA,NA,"Strongly Disagree","Strongly Disagree","Strongly Disagree",NA,NA,NA,"Pro",6,698,314,"For","ANTI",0,1,1,0,0,1,1
53,1647026134292,"11/03/2022 19:15:34",6025182,2,51,"Strongly Agree","statements",17,"Rarely","A few times a year","Male","A levels",1,"vegan","I don't like the thought of animals suffering","Disagree",NA,"Strongly Disagree","Strongly Disagree","Strongly Disagree",NA,NA,NA,"Strongly Disagree","Strongly Disagree","Strongly Disagree",NA,NA,NA,"Pro",7,697,314,"For","ANTI",0,1,1,0,0,1,1
54,1647026137298,"11/03/2022 19:15:37",6025182,2,52,"Agree","statements",19,"A few times a year","A few times a year","Male","No formal qualifications",1,"vegan","I don't like meat, or am intolerant to lactose","Agree",NA,"Agree","Somewhat Disagree","Disagree",NA,NA,NA,"Disagree","Disagree","Somewhat Disagree",NA,NA,NA,"Pro",6,709,314,"For","ANTI",0,1,1,0,0,1,1
56,1647026141514,"11/03/2022 19:15:41",6025182,2,54,"Agree","statements",20,"Once or twice a year","A few times a year","Prefer not to say","Undergraduate degree (BSc, BA)",1,"vegan","no cruelty to animals","Somewhat Disagree",NA,"Disagree","Disagree","Disagree",NA,NA,NA,"Disagree","Disagree","Disagree",NA,NA,NA,"Pro",6,715,314,"For","ANTI",0,1,1,0,0,1,1
58,1647026145603,"11/03/2022 19:15:45",6025182,2,56,"Strongly Agree","statements",11,"Never","Once or twice a year","Male","Vocational Training / Apprenticeship",2,"vegan","meat is disgusting","Somewhat Agree",NA,"Strongly Disagree","Strongly Disagree","Strongly Disagree",NA,NA,NA,"Strongly Disagree","Strongly Disagree","Strongly Disagree",NA,NA,NA,"Pro",7,662,314,"For","ANTI",0,1,1,0,0,1,1
60,1647026151064,"11/03/2022 19:15:51",6025182,2,58,"Agree","statements",11,"Never","Once or twice a year","Male","Vocational Training / Apprenticeship",3,"vegan","It is much healthier than a normal diet","Somewhat Agree",NA,"Strongly Disagree","Strongly Disagree","Strongly Disagree",NA,NA,NA,"Strongly Disagree","Strongly Disagree","Strongly Disagree",NA,NA,NA,"Pro",6,663,314,"For","ANTI",0,1,1,0,0,1,1
62,1647026155315,"11/03/2022 19:15:55",6025182,2,60,"Agree","statements",16,"Most months","Most months","Male","A levels",3,"vegan","it can save animal lives","Somewhat Disagree",NA,"Neither Agree nor Disagree","Somewhat Agree","Disagree",NA,NA,NA,"Agree","Somewhat Disagree","Neither Agree nor Disagree",NA,NA,NA,"Pro",6,693,314,"For","ANTI",0,1,1,0,0,1,1
63,1647026156393,"11/03/2022 19:15:56",6025182,2,61,"Agree","statements",16,"Most months","Most months","Male","A levels",1,"vegan","It's healthier for you","Somewhat Disagree",NA,"Neither Agree nor Disagree","Somewhat Agree","Disagree",NA,NA,NA,"Agree","Somewhat Disagree","Neither Agree nor Disagree",NA,NA,NA,"Pro",6,691,314,"For","ANTI",0,1,1,0,0,1,1
3,1647025902056,"11/03/2022 19:11:42",6025172,2,1,"Somewhat Agree","statements",11,"Never","Once or twice a year","Male","Vocational Training / Apprenticeship",3,"vegan","It is much healthier than a normal diet","Somewhat Agree",NA,"Strongly Disagree","Strongly Disagree","Strongly Disagree",NA,NA,NA,"Strongly Disagree","Strongly Disagree","Strongly Disagree",NA,NA,NA,"Pro",5,663,315,"For","ANTI",0,1,1,0,0,0,0
7,1647025923820,"11/03/2022 19:12:03",6025172,2,5,"Agree","statements",13,"Rarely","A few times a year","Male","No formal qualifications",3,"vegan","It's even tastier than animal food, and much healthier.","Somewhat Agree",NA,"Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree",NA,NA,NA,"Strongly Disagree","Somewhat Disagree","Somewhat Agree",NA,NA,NA,"Pro",6,675,315,"For","ANTI",0,1,1,0,0,1,1
11,1647025945204,"11/03/2022 19:12:25",6025172,2,9,"Agree","statements",17,"Rarely","A few times a year","Male","A levels",3,"vegan","Some health benefits that come with it","Disagree",NA,"Strongly Disagree","Strongly Disagree","Strongly Disagree",NA,NA,NA,"Strongly Disagree","Strongly Disagree","Strongly Disagree",NA,NA,NA,"Pro",6,699,315,"For","ANTI",0,1,1,0,0,1,1
12,1647025947298,"11/03/2022 19:12:27",6025172,2,10,"Agree","statements",15,"Rarely","Rarely","Male","Postgraduate degree (MSc, MA, MPhil)",3,"vegan","we can live without meat.","Somewhat Agree",NA,"Strongly Disagree","Neither Agree nor Disagree","Disagree",NA,NA,NA,"Disagree","Disagree","Somewhat Disagree",NA,NA,NA,"Pro",6,687,315,"For","ANTI",0,1,1,0,0,1,1
13,1647025949571,"11/03/2022 19:12:29",6025172,2,11,"Agree","statements",12,"A few times a year","Most months","Male","A levels",2,"vegan","Because of the way animals are treated","Strongly agree",NA,"Disagree","Disagree","Disagree",NA,NA,NA,"Strongly Disagree","Disagree","Strongly Disagree",NA,NA,NA,"Pro",6,668,315,"For","ANTI",0,1,1,0,0,1,1
14,1647025951044,"11/03/2022 19:12:31",6025172,2,12,"Agree","statements",11,"Never","Once or twice a year","Male","Vocational Training / Apprenticeship",1,"vegan","You are saving the planet","Somewhat Agree",NA,"Strongly Disagree","Strongly Disagree","Strongly Disagree",NA,NA,NA,"Strongly Disagree","Strongly Disagree","Strongly Disagree",NA,NA,NA,"Pro",6,661,315,"For","ANTI",0,1,1,0,0,1,1
15,1647025952219,"11/03/2022 19:12:32",6025172,2,13,"Agree","statements",14,"Once or twice a year","Rarely","Female","Undergraduate degree (BSc, BA)",2,"vegan","I believe it's healthier","Somewhat Disagree",NA,"Disagree","Somewhat Disagree","Disagree",NA,NA,NA,"Disagree","Disagree","Disagree",NA,NA,NA,"Pro",6,680,315,"For","ANTI",0,1,1,0,0,1,1
17,1647025969079,"11/03/2022 19:12:49",6025172,2,15,"Agree","statements",16,"Most months","Most months","Male","A levels",1,"vegan","It's healthier for you","Somewhat Disagree",NA,"Neither Agree nor Disagree","Somewhat Agree","Disagree",NA,NA,NA,"Agree","Somewhat Disagree","Neither Agree nor Disagree",NA,NA,NA,"Pro",6,691,315,"For","ANTI",0,1,1,0,0,1,1
19,1647025975909,"11/03/2022 19:12:55",6025172,2,17,"Agree","statements",13,"Rarely","A few times a year","Male","No formal qualifications",1,"vegan","It is healthier for environment because it leaves smaller carbon footprint.","Somewhat Agree",NA,"Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree",NA,NA,NA,"Strongly Disagree","Somewhat Disagree","Somewhat Agree",NA,NA,NA,"Pro",6,673,315,"For","ANTI",0,1,1,0,0,1,1
20,1647025978902,"11/03/2022 19:12:58",6025172,2,18,"Strongly Agree","statements",17,"Rarely","A few times a year","Male","A levels",1,"vegan","I don't like the thought of animals suffering","Disagree",NA,"Strongly Disagree","Strongly Disagree","Strongly Disagree",NA,NA,NA,"Strongly Disagree","Strongly Disagree","Strongly Disagree",NA,NA,NA,"Pro",7,697,315,"For","ANTI",0,1,1,0,0,1,1
21,1647025980917,"11/03/2022 19:13:00",6025172,2,19,"Strongly Agree","statements",14,"Once or twice a year","Rarely","Female","Undergraduate degree (BSc, BA)",3,"vegan","Saving the planet, less animal farms ","Somewhat Disagree",NA,"Disagree","Somewhat Disagree","Disagree",NA,NA,NA,"Disagree","Disagree","Disagree",NA,NA,NA,"Pro",7,681,315,"For","ANTI",0,1,1,0,0,1,1
22,1647025984054,"11/03/2022 19:13:04",6025172,2,20,"Strongly Agree","statements",19,"A few times a year","A few times a year","Male","No formal qualifications",2,"vegan","I want to change the way animals are treated and sacrificed for food","Agree",NA,"Agree","Somewhat Disagree","Disagree",NA,NA,NA,"Disagree","Disagree","Somewhat Disagree",NA,NA,NA,"Pro",7,710,315,"For","ANTI",0,1,1,0,0,1,1
24,1647025990448,"11/03/2022 19:13:10",6025172,2,22,"Agree","statements",15,"Rarely","Rarely","Male","Postgraduate degree (MSc, MA, MPhil)",1,"vegan","Animals are in small cages.","Somewhat Agree",NA,"Strongly Disagree","Neither Agree nor Disagree","Disagree",NA,NA,NA,"Disagree","Disagree","Somewhat Disagree",NA,NA,NA,"Pro",6,685,315,"For","ANTI",0,1,1,0,0,1,1
26,1647025996375,"11/03/2022 19:13:16",6025172,2,24,"Agree","statements",17,"Rarely","A few times a year","Male","A levels",2,"vegan","Due to environmental reasons","Disagree",NA,"Strongly Disagree","Strongly Disagree","Strongly Disagree",NA,NA,NA,"Strongly Disagree","Strongly Disagree","Strongly Disagree",NA,NA,NA,"Pro",6,698,315,"For","ANTI",0,1,1,0,0,1,1
28,1647026000666,"11/03/2022 19:13:20",6025172,2,26,"Agree","statements",18,"Most months","Most weeks","Female","Undergraduate degree (BSc, BA)",3,"vegan","Have a healthy life. ","Strongly agree",NA,"Strongly Disagree","Strongly Disagree","Strongly Disagree",NA,NA,NA,"Strongly Disagree","Strongly Disagree","Strongly Disagree",NA,NA,NA,"Pro",6,705,315,"For","ANTI",0,1,1,0,0,1,1
29,1647026002963,"11/03/2022 19:13:22",6025172,2,27,"Agree","statements",19,"A few times a year","A few times a year","Male","No formal qualifications",3,"vegan","I want to reduce carbon footprint generated by producing meat","Agree",NA,"Agree","Somewhat Disagree","Disagree",NA,NA,NA,"Disagree","Disagree","Somewhat Disagree",NA,NA,NA,"Pro",6,711,315,"For","ANTI",0,1,1,0,0,1,1
30,1647026004258,"11/03/2022 19:13:24",6025172,2,28,"Agree","statements",16,"Most months","Most months","Male","A levels",2,"vegan","it decreases CO2 emission","Somewhat Disagree",NA,"Neither Agree nor Disagree","Somewhat Agree","Disagree",NA,NA,NA,"Agree","Somewhat Disagree","Neither Agree nor Disagree",NA,NA,NA,"Pro",6,692,315,"For","ANTI",0,1,1,0,0,1,1
32,1647026014060,"11/03/2022 19:13:34",6025172,2,30,"Agree","statements",16,"Most months","Most months","Male","A levels",3,"vegan","it can save animal lives","Somewhat Disagree",NA,"Neither Agree nor Disagree","Somewhat Agree","Disagree",NA,NA,NA,"Agree","Somewhat Disagree","Neither Agree nor Disagree",NA,NA,NA,"Pro",6,693,315,"For","ANTI",0,1,1,0,0,1,1
33,1647026014984,"11/03/2022 19:13:34",6025172,2,31,"Agree","statements",20,"Once or twice a year","A few times a year","Prefer not to say","Undergraduate degree (BSc, BA)",1,"vegan","no cruelty to animals","Somewhat Disagree",NA,"Disagree","Disagree","Disagree",NA,NA,NA,"Disagree","Disagree","Disagree",NA,NA,NA,"Pro",6,715,315,"For","ANTI",0,1,1,0,0,1,1
35,1647026021056,"11/03/2022 19:13:41",6025172,2,33,"Agree","statements",12,"A few times a year","Most months","Male","A levels",1,"vegan","Because of polution that comes from the production of meat","Strongly agree",NA,"Disagree","Disagree","Disagree",NA,NA,NA,"Strongly Disagree","Disagree","Strongly Disagree",NA,NA,NA,"Pro",6,667,315,"For","ANTI",0,1,1,0,0,1,1
39,1647026032226,"11/03/2022 19:13:52",6025172,2,37,"Disagree","statements",14,"Once or twice a year","Rarely","Female","Undergraduate degree (BSc, BA)",1,"vegan","Saving Animals from cruel conditions","Somewhat Disagree",NA,"Disagree","Somewhat Disagree","Disagree",NA,NA,NA,"Disagree","Disagree","Disagree",NA,NA,NA,"Pro",2,679,315,"For","ANTI",0,1,1,0,0,0,0
