"Event.Index","UTC.Timestamp","UTC.Date","Tree.Node.Key","Experiment.ID","Participant.Private.ID","Task.Version","Trial.Number","Response","display","ARGUER_ID","discuss_1","read_1","age","gender","edu","argument_ID","Arg_Position","Arguments","rater_position","response_ratings","argument_index","Rater_ID","argument_Position","Arguer_Position","ITT_Condition_ProArguers","ITT_Condition_AntiArguers","ITT_cond","ITT_Baseline_ProArguers","ITT_Baseline_AntiArguers"
8,1659976151321,"08/08/2022 16:29:11","task-k2dt",94826,6895827,2,6,"Somewhat Agree","statements",69,"Rarely","Once or twice a year",42,"Female","Undergraduate degree (BSc, BA)",5,"For","It will mean our lives can start to get back to normal ","Pro",5,1013,365,"For","PRO",0,0,0,1,0
9,1659976153279,"08/08/2022 16:29:13","task-k2dt",94826,6895827,2,7,"Agree","statements",63,"Rarely","A few times a year",38,"Female","Postgraduate degree (MSc, MA, MPhil)",4,"For","I want to be protected","Pro",6,976,365,"For","PRO",0,0,0,1,0
11,1659976156565,"08/08/2022 16:29:16","task-k2dt",94826,6895827,2,9,"Strongly Agree","statements",70,"Most months","Most days",21,"Female","A levels",6,"For","I want to protect those who are vulnerable through herd immunity","Pro",7,1020,365,"For","PRO",0,0,0,1,0
12,1659976158528,"08/08/2022 16:29:18","task-k2dt",94826,6895827,2,10,"Strongly Agree","statements",65,"Never","A few times a year",36,"Male","GCSEs",6,"For","I don't want to worry about it anymore","Pro",7,990,365,"For","PRO",0,0,0,1,0
14,1659976161987,"08/08/2022 16:29:21","task-k2dt",94826,6895827,2,12,"Strongly Agree","statements",70,"Most months","Most days",21,"Female","A levels",4,"For","I want everything to go back to normal","Pro",7,1018,365,"For","PRO",0,0,0,1,0
15,1659976165032,"08/08/2022 16:29:25","task-k2dt",94826,6895827,2,13,"Agree","statements",61,"Most days","Never",33,"Female","GCSEs",6,"For","Protecting others from the virus ","Pro",6,966,365,"For","PRO",0,0,0,1,0
16,1659976167854,"08/08/2022 16:29:27","task-k2dt",94826,6895827,2,14,"Agree","statements",64,"Rarely","Most weeks",27,"Female","A levels",5,"For","They wouldn't give it us if it wasn't safe ","Pro",6,983,365,"For","PRO",0,0,0,1,0
17,1659976169476,"08/08/2022 16:29:29","task-k2dt",94826,6895827,2,15,"Strongly Agree","statements",68,"Most months","A few times a year",35,"Male","Vocational Training / Apprenticeship",5,"For","get life back to normal ","Pro",7,1007,365,"For","PRO",0,0,0,1,0
18,1659976170659,"08/08/2022 16:29:30","task-k2dt",94826,6895827,2,16,"Strongly Agree","statements",61,"Most days","Never",33,"Female","GCSEs",5,"For","Protect us from virus ","Pro",7,965,365,"For","PRO",0,0,0,1,0
20,1659976173328,"08/08/2022 16:29:33","task-k2dt",94826,6895827,2,18,"Strongly Disagree","statements",68,"Most months","A few times a year",35,"Male","Vocational Training / Apprenticeship",6,"For","social presser to get one","Pro",1,1008,365,"For","PRO",0,0,0,1,0
21,1659976176309,"08/08/2022 16:29:36","task-k2dt",94826,6895827,2,19,"Strongly Agree","statements",62,"A few times a year","Most months",26,"Female","Postgraduate degree (MSc, MA, MPhil)",4,"For","I want to protect myself from covid","Pro",7,970,365,"For","PRO",0,0,0,1,0
24,1659976181716,"08/08/2022 16:29:41","task-k2dt",94826,6895827,2,22,"Strongly Agree","statements",63,"Rarely","A few times a year",38,"Female","Postgraduate degree (MSc, MA, MPhil)",6,"For","I want to protect my loved ones ","Pro",7,978,365,"For","PRO",0,0,0,1,0
25,1659976183517,"08/08/2022 16:29:43","task-k2dt",94826,6895827,2,23,"Strongly Agree","statements",65,"Never","A few times a year",36,"Male","GCSEs",5,"For","I want to protect vulnerable family members","Pro",7,989,365,"For","PRO",0,0,0,1,0
28,1659976190256,"08/08/2022 16:29:50","task-k2dt",94826,6895827,2,26,"Strongly Agree","statements",66,"Most months","Most weeks",18,"Male","A levels",6,"For","To contribute to herd immunity to help eradicate the virus altogether.","Pro",7,996,365,"For","PRO",0,0,0,1,0
29,1659976191591,"08/08/2022 16:29:51","task-k2dt",94826,6895827,2,27,"Strongly Agree","statements",67,"Rarely","A few times a year",20,"Female","A levels",4,"For","If everyone is vaccinated, vulnerable people will be safer","Pro",7,1000,365,"For","PRO",0,0,0,1,0
30,1659976193028,"08/08/2022 16:29:53","task-k2dt",94826,6895827,2,28,"Strongly Agree","statements",61,"Most days","Never",33,"Female","GCSEs",4,"For","Stops us getting covid so bad ","Pro",7,964,365,"For","PRO",0,0,0,1,0
32,1659976197214,"08/08/2022 16:29:57","task-k2dt",94826,6895827,2,30,"Strongly Agree","statements",63,"Rarely","A few times a year",38,"Female","Postgraduate degree (MSc, MA, MPhil)",5,"For","I want to have more freedoms again","Pro",7,977,365,"For","PRO",0,0,0,1,0
33,1659976198408,"08/08/2022 16:29:58","task-k2dt",94826,6895827,2,31,"Strongly Agree","statements",62,"A few times a year","Most months",26,"Female","Postgraduate degree (MSc, MA, MPhil)",5,"For","I want to protect others from covid","Pro",7,971,365,"For","PRO",0,0,0,1,0
36,1659976210121,"08/08/2022 16:30:10","task-k2dt",94826,6895827,2,34,"Strongly Agree","statements",66,"Most months","Most weeks",18,"Male","A levels",5,"For","Someone I live with is vulnerable too which gives me an incentive to get the vaccine to  keep them safe.","Pro",7,995,365,"For","PRO",0,0,0,1,0
37,1659976211465,"08/08/2022 16:30:11","task-k2dt",94826,6895827,2,35,"Strongly Agree","statements",64,"Rarely","Most weeks",27,"Female","A levels",4,"For","Having the vaccine is less painful then the disease. ","Pro",7,982,365,"For","PRO",0,0,0,1,0
43,1659976223709,"08/08/2022 16:30:23","task-k2dt",94826,6895827,2,41,"Strongly Agree","statements",67,"Rarely","A few times a year",20,"Female","A levels",6,"For","The quicker society is vaccinated, the quicker normality can return","Pro",7,1002,365,"For","PRO",0,0,0,1,0
47,1659976277260,"08/08/2022 16:31:17","task-k2dt",94826,6895827,2,45,"Strongly Agree","statements",64,"Rarely","Most weeks",27,"Female","A levels",6,"For","It will help protect me and others around me ","Pro",7,984,365,"For","PRO",0,0,0,1,0
52,1659976288845,"08/08/2022 16:31:28","task-k2dt",94826,6895827,2,50,"Strongly Agree","statements",69,"Rarely","Once or twice a year",42,"Female","Undergraduate degree (BSc, BA)",4,"For","It protects you and your family against the virus","Pro",7,1012,365,"For","PRO",0,0,0,1,0
54,1659976294037,"08/08/2022 16:31:34","task-k2dt",94826,6895827,2,52,"Strongly Agree","statements",69,"Rarely","Once or twice a year",42,"Female","Undergraduate degree (BSc, BA)",6,"For","It's safe and developed by experts","Pro",7,1014,365,"For","PRO",0,0,0,1,0
57,1659976314346,"08/08/2022 16:31:54","task-k2dt",94826,6895827,2,55,"Strongly Agree","statements",62,"A few times a year","Most months",26,"Female","Postgraduate degree (MSc, MA, MPhil)",6,"For","I see no reason to not get vaccinated and I have been asked to do so","Pro",7,972,365,"For","PRO",0,0,0,1,0
58,1659976315959,"08/08/2022 16:31:55","task-k2dt",94826,6895827,2,56,"Strongly Agree","statements",67,"Rarely","A few times a year",20,"Female","A levels",5,"For","It will likely reduce severity of symptoms for everyone","Pro",7,1001,365,"For","PRO",0,0,0,1,0
60,1659976319501,"08/08/2022 16:31:59","task-k2dt",94826,6895827,2,58,"Strongly Agree","statements",70,"Most months","Most days",21,"Female","A levels",5,"For","I want to be able to go on holiday if there are vaccine passports","Pro",7,1019,365,"For","PRO",0,0,0,1,0
61,1659976333296,"08/08/2022 16:32:13","task-k2dt",94826,6895827,2,59,"Strongly Agree","statements",66,"Most months","Most weeks",18,"Male","A levels",4,"For","I'm classed in a vulnerable category so getting the vaccine would help reduce the risk f me catching it and getting serious symptoms ","Pro",7,994,365,"For","PRO",0,0,0,1,0
62,1659976335347,"08/08/2022 16:32:15","task-k2dt",94826,6895827,2,60,"Strongly Agree","statements",65,"Never","A few times a year",36,"Male","GCSEs",4,"For","I want to protect myself","Pro",7,988,365,"For","PRO",0,0,0,1,0
4,1659976261366,"08/08/2022 16:31:01","task-k2dt",94826,6895838,2,2,"Agree","statements",69,"Rarely","Once or twice a year",42,"Female","Undergraduate degree (BSc, BA)",4,"For","It protects you and your family against the virus","Pro",6,1012,366,"For","PRO",0,0,0,1,0
5,1659976276479,"08/08/2022 16:31:16","task-k2dt",94826,6895838,2,3,"Somewhat Agree","statements",66,"Most months","Most weeks",18,"Male","A levels",6,"For","To contribute to herd immunity to help eradicate the virus altogether.","Pro",5,996,366,"For","PRO",0,0,0,1,0
8,1659976303690,"08/08/2022 16:31:43","task-k2dt",94826,6895838,2,6,"Strongly Agree","statements",61,"Most days","Never",33,"Female","GCSEs",5,"For","Protect us from virus ","Pro",7,965,366,"For","PRO",0,0,0,1,0
15,1659976365930,"08/08/2022 16:32:45","task-k2dt",94826,6895838,2,13,"Strongly Agree","statements",65,"Never","A few times a year",36,"Male","GCSEs",4,"For","I want to protect myself","Pro",7,988,366,"For","PRO",0,0,0,1,0
18,1659976383335,"08/08/2022 16:33:03","task-k2dt",94826,6895838,2,16,"Strongly Agree","statements",64,"Rarely","Most weeks",27,"Female","A levels",4,"For","Having the vaccine is less painful then the disease. ","Pro",7,982,366,"For","PRO",0,0,0,1,0
21,1659976414033,"08/08/2022 16:33:34","task-k2dt",94826,6895838,2,19,"Agree","statements",64,"Rarely","Most weeks",27,"Female","A levels",5,"For","They wouldn't give it us if it wasn't safe ","Pro",6,983,366,"For","PRO",0,0,0,1,0
22,1659976423913,"08/08/2022 16:33:43","task-k2dt",94826,6895838,2,20,"Agree","statements",67,"Rarely","A few times a year",20,"Female","A levels",5,"For","It will likely reduce severity of symptoms for everyone","Pro",6,1001,366,"For","PRO",0,0,0,1,0
25,1659976443674,"08/08/2022 16:34:03","task-k2dt",94826,6895838,2,23,"Agree","statements",62,"A few times a year","Most months",26,"Female","Postgraduate degree (MSc, MA, MPhil)",5,"For","I want to protect others from covid","Pro",6,971,366,"For","PRO",0,0,0,1,0
27,1659976458917,"08/08/2022 16:34:18","task-k2dt",94826,6895838,2,25,"Disagree","statements",68,"Most months","A few times a year",35,"Male","Vocational Training / Apprenticeship",6,"For","social presser to get one","Pro",2,1008,366,"For","PRO",0,0,0,1,0
29,1659976482062,"08/08/2022 16:34:42","task-k2dt",94826,6895838,2,27,"Agree","statements",62,"A few times a year","Most months",26,"Female","Postgraduate degree (MSc, MA, MPhil)",6,"For","I see no reason to not get vaccinated and I have been asked to do so","Pro",6,972,366,"For","PRO",0,0,0,1,0
30,1659976488337,"08/08/2022 16:34:48","task-k2dt",94826,6895838,2,28,"Somewhat Agree","statements",68,"Most months","A few times a year",35,"Male","Vocational Training / Apprenticeship",4,"For","I don't want to die so i better get one soon.","Pro",5,1006,366,"For","PRO",0,0,0,1,0
32,1659976501181,"08/08/2022 16:35:01","task-k2dt",94826,6895838,2,30,"Agree","statements",68,"Most months","A few times a year",35,"Male","Vocational Training / Apprenticeship",5,"For","get life back to normal ","Pro",6,1007,366,"For","PRO",0,0,0,1,0
33,1659976504596,"08/08/2022 16:35:04","task-k2dt",94826,6895838,2,31,"Agree","statements",61,"Most days","Never",33,"Female","GCSEs",4,"For","Stops us getting covid so bad ","Pro",6,964,366,"For","PRO",0,0,0,1,0
34,1659976510540,"08/08/2022 16:35:10","task-k2dt",94826,6895838,2,32,"Strongly Agree","statements",65,"Never","A few times a year",36,"Male","GCSEs",5,"For","I want to protect vulnerable family members","Pro",7,989,366,"For","PRO",0,0,0,1,0
37,1659976539359,"08/08/2022 16:35:39","task-k2dt",94826,6895838,2,35,"Somewhat Agree","statements",70,"Most months","Most days",21,"Female","A levels",5,"For","I want to be able to go on holiday if there are vaccine passports","Pro",5,1019,366,"For","PRO",0,0,0,1,0
38,1659976542616,"08/08/2022 16:35:42","task-k2dt",94826,6895838,2,36,"Strongly Agree","statements",63,"Rarely","A few times a year",38,"Female","Postgraduate degree (MSc, MA, MPhil)",6,"For","I want to protect my loved ones ","Pro",7,978,366,"For","PRO",0,0,0,1,0
39,1659976548945,"08/08/2022 16:35:48","task-k2dt",94826,6895838,2,37,"Strongly Agree","statements",66,"Most months","Most weeks",18,"Male","A levels",5,"For","Someone I live with is vulnerable too which gives me an incentive to get the vaccine to  keep them safe.","Pro",7,995,366,"For","PRO",0,0,0,1,0
42,1659976569452,"08/08/2022 16:36:09","task-k2dt",94826,6895838,2,40,"Agree","statements",70,"Most months","Most days",21,"Female","A levels",6,"For","I want to protect those who are vulnerable through herd immunity","Pro",6,1020,366,"For","PRO",0,0,0,1,0
43,1659976572615,"08/08/2022 16:36:12","task-k2dt",94826,6895838,2,41,"Strongly Agree","statements",63,"Rarely","A few times a year",38,"Female","Postgraduate degree (MSc, MA, MPhil)",4,"For","I want to be protected","Pro",7,976,366,"For","PRO",0,0,0,1,0
44,1659976575885,"08/08/2022 16:36:15","task-k2dt",94826,6895838,2,42,"Strongly Agree","statements",70,"Most months","Most days",21,"Female","A levels",4,"For","I want everything to go back to normal","Pro",7,1018,366,"For","PRO",0,0,0,1,0
48,1659976604180,"08/08/2022 16:36:44","task-k2dt",94826,6895838,2,46,"Agree","statements",65,"Never","A few times a year",36,"Male","GCSEs",6,"For","I don't want to worry about it anymore","Pro",6,990,366,"For","PRO",0,0,0,1,0
49,1659976611218,"08/08/2022 16:36:51","task-k2dt",94826,6895838,2,47,"Strongly Agree","statements",64,"Rarely","Most weeks",27,"Female","A levels",6,"For","It will help protect me and others around me ","Pro",7,984,366,"For","PRO",0,0,0,1,0
50,1659976619374,"08/08/2022 16:36:59","task-k2dt",94826,6895838,2,48,"Agree","statements",61,"Most days","Never",33,"Female","GCSEs",6,"For","Protecting others from the virus ","Pro",6,966,366,"For","PRO",0,0,0,1,0
57,1659976672322,"08/08/2022 16:37:52","task-k2dt",94826,6895838,2,55,"Agree","statements",69,"Rarely","Once or twice a year",42,"Female","Undergraduate degree (BSc, BA)",5,"For","It will mean our lives can start to get back to normal ","Pro",6,1013,366,"For","PRO",0,0,0,1,0
58,1659976677993,"08/08/2022 16:37:57","task-k2dt",94826,6895838,2,56,"Strongly Agree","statements",67,"Rarely","A few times a year",20,"Female","A levels",4,"For","If everyone is vaccinated, vulnerable people will be safer","Pro",7,1000,366,"For","PRO",0,0,0,1,0
59,1659976682767,"08/08/2022 16:38:02","task-k2dt",94826,6895838,2,57,"Strongly Agree","statements",67,"Rarely","A few times a year",20,"Female","A levels",6,"For","The quicker society is vaccinated, the quicker normality can return","Pro",7,1002,366,"For","PRO",0,0,0,1,0
60,1659976686035,"08/08/2022 16:38:06","task-k2dt",94826,6895838,2,58,"Strongly Agree","statements",63,"Rarely","A few times a year",38,"Female","Postgraduate degree (MSc, MA, MPhil)",5,"For","I want to have more freedoms again","Pro",7,977,366,"For","PRO",0,0,0,1,0
61,1659976699579,"08/08/2022 16:38:19","task-k2dt",94826,6895838,2,59,"Somewhat Agree","statements",66,"Most months","Most weeks",18,"Male","A levels",4,"For","I'm classed in a vulnerable category so getting the vaccine would help reduce the risk f me catching it and getting serious symptoms ","Pro",5,994,366,"For","PRO",0,0,0,1,0
62,1659976704976,"08/08/2022 16:38:24","task-k2dt",94826,6895838,2,60,"Agree","statements",62,"A few times a year","Most months",26,"Female","Postgraduate degree (MSc, MA, MPhil)",4,"For","I want to protect myself from covid","Pro",6,970,366,"For","PRO",0,0,0,1,0
63,1659976709674,"08/08/2022 16:38:29","task-k2dt",94826,6895838,2,61,"Agree","statements",69,"Rarely","Once or twice a year",42,"Female","Undergraduate degree (BSc, BA)",6,"For","It's safe and developed by experts","Pro",6,1014,366,"For","PRO",0,0,0,1,0
6,1659976265966,"08/08/2022 16:31:05","task-k2dt",94826,6895857,2,4,"Strongly Agree","statements",69,"Rarely","Once or twice a year",42,"Female","Undergraduate degree (BSc, BA)",5,"For","It will mean our lives can start to get back to normal ","Pro",7,1013,367,"For","PRO",0,0,0,1,0
9,1659976272938,"08/08/2022 16:31:12","task-k2dt",94826,6895857,2,7,"Somewhat Agree","statements",63,"Rarely","A few times a year",38,"Female","Postgraduate degree (MSc, MA, MPhil)",5,"For","I want to have more freedoms again","Pro",5,977,367,"For","PRO",0,0,0,1,0
13,1659976285798,"08/08/2022 16:31:25","task-k2dt",94826,6895857,2,11,"Neither Agree nor Disagree","statements",61,"Most days","Never",33,"Female","GCSEs",5,"For","Protect us from virus ","Pro",4,965,367,"For","PRO",0,0,0,1,0
14,1659976288643,"08/08/2022 16:31:28","task-k2dt",94826,6895857,2,12,"Strongly Agree","statements",62,"A few times a year","Most months",26,"Female","Postgraduate degree (MSc, MA, MPhil)",5,"For","I want to protect others from covid","Pro",7,971,367,"For","PRO",0,0,0,1,0
15,1659976292322,"08/08/2022 16:31:32","task-k2dt",94826,6895857,2,13,"Strongly Agree","statements",70,"Most months","Most days",21,"Female","A levels",5,"For","I want to be able to go on holiday if there are vaccine passports","Pro",7,1019,367,"For","PRO",0,0,0,1,0
16,1659976293143,"08/08/2022 16:31:33","task-k2dt",94826,6895857,2,14,"Strongly Agree","statements",63,"Rarely","A few times a year",38,"Female","Postgraduate degree (MSc, MA, MPhil)",4,"For","I want to be protected","Pro",7,976,367,"For","PRO",0,0,0,1,0
18,1659976306116,"08/08/2022 16:31:46","task-k2dt",94826,6895857,2,16,"Strongly Disagree","statements",68,"Most months","A few times a year",35,"Male","Vocational Training / Apprenticeship",6,"For","social presser to get one","Pro",1,1008,367,"For","PRO",0,0,0,1,0
20,1659976309967,"08/08/2022 16:31:49","task-k2dt",94826,6895857,2,18,"Strongly Agree","statements",65,"Never","A few times a year",36,"Male","GCSEs",4,"For","I want to protect myself","Pro",7,988,367,"For","PRO",0,0,0,1,0
23,1659976317848,"08/08/2022 16:31:57","task-k2dt",94826,6895857,2,21,"Strongly Agree","statements",64,"Rarely","Most weeks",27,"Female","A levels",4,"For","Having the vaccine is less painful then the disease. ","Pro",7,982,367,"For","PRO",0,0,0,1,0
