"Event.Index","UTC.Timestamp","UTC.Date","Participant.Private.ID","Task.Version","Trial.Number","Response","display","ARGUER_ID","discuss_1","read_1","age","gender","edu","argument_ID","Arg_Position","Arguments","stanely_L","stanley_R","intellectual_R_1","intellectual_R_2","intellectual_R_3","intellectual_L_1","intellectual_L_2","intellectual_L_3","morality_R_1","morality_R_2","morality_R_3","morality_L_1","morality_L_2","morality_L_3","rater_position","response_ratings","argument_index","Rater_ID","argument_Position","Arguer_Position","ITT_Condition_ProArguers","ITT_Condition_AntiArguers","ITT_cond","ITT_Baseline_ProArguers","ITT_Baseline_AntiArguers","passedITT","passed_relative_ITT"
38,1651855127136,"06/05/2022 16:38:47",6421697,3,36,"Disagree","statements",61,"Once or twice a year","Rarely",63,"Female","Undergraduate degree (BSc, BA)",2,"Leave","Less space in Hospitals due to high population",NA,"Somewhat Agree",NA,NA,NA,"Disagree","Disagree","Disagree",NA,NA,NA,"Disagree","Disagree","Disagree","Pro",2,962,364,"For","ANTI",0,1,1,0,0,0,0
41,1651855133483,"06/05/2022 16:38:53",6421697,3,39,"Somewhat Agree","statements",63,"Rarely","Rarely",23,"Female","Undergraduate degree (BSc, BA)",1,"Leave","More money to spend on issues in the UK",NA,"Somewhat Agree",NA,NA,NA,"Disagree","Disagree","Disagree",NA,NA,NA,"Disagree","Disagree","Disagree","Pro",5,973,364,"For","ANTI",0,1,1,0,0,0,1
43,1651855137584,"06/05/2022 16:38:57",6421697,3,41,"Disagree","statements",70,"Rarely","Most weeks",37,"Female","Undergraduate degree (BSc, BA)",3,"Leave","To maintain sovereignty ",NA,"Strongly Agree",NA,NA,NA,"Somewhat Disagree","Somewhat Agree","Agree",NA,NA,NA,"Somewhat Agree","Somewhat Agree","Somewhat Agree","Pro",2,1017,364,"For","ANTI",0,1,1,0,0,0,0
46,1651855148460,"06/05/2022 16:39:08",6421697,3,44,"Somewhat Agree","statements",66,"Never","A few times a year",41,"Male","Postgraduate degree (MSc, MA, MPhil)",1,"Leave","We are paying too much to the EU that we would get back if we leave. ",NA,"Somewhat Disagree",NA,NA,NA,"Disagree","Disagree","Disagree",NA,NA,NA,"Disagree","Disagree","Disagree","Pro",5,991,364,"For","ANTI",0,1,1,0,0,0,1
47,1651855152518,"06/05/2022 16:39:12",6421697,3,45,"Neither Agree nor Disagree","statements",69,"Rarely","Most months",26,"Female","Postgraduate degree (MSc, MA, MPhil)",2,"Leave","Don't want to be governed by EU beuarocrats.",NA,"Disagree",NA,NA,NA,"Somewhat Agree","Neither Agree nor Disagree","Somewhat Agree",NA,NA,NA,"Somewhat Disagree","Somewhat Agree","Somewhat Agree","Pro",4,1010,364,"For","ANTI",0,1,1,0,0,0,0
52,1651855163698,"06/05/2022 16:39:23",6421697,3,50,"Strongly Disagree","statements",64,"Rarely","Rarely",39,"Female","Postgraduate degree (MSc, MA, MPhil)",2,"Leave","Don't want immigrants here",NA,"Disagree",NA,NA,NA,"Somewhat Agree","Somewhat Agree","Somewhat Agree",NA,NA,NA,"Neither Agree nor Disagree","Somewhat Agree","Somewhat Agree","Pro",1,980,364,"For","ANTI",0,1,1,0,0,0,0
55,1651855168427,"06/05/2022 16:39:28",6421697,3,53,"Strongly Disagree","statements",69,"Rarely","Most months",26,"Female","Postgraduate degree (MSc, MA, MPhil)",1,"Leave","Stop Europeans moving to the UK and taking jobs.",NA,"Disagree",NA,NA,NA,"Somewhat Agree","Neither Agree nor Disagree","Somewhat Agree",NA,NA,NA,"Somewhat Disagree","Somewhat Agree","Somewhat Agree","Pro",1,1009,364,"For","ANTI",0,1,1,0,0,0,0
56,1651855170584,"06/05/2022 16:39:30",6421697,3,54,"Somewhat Agree","statements",70,"Rarely","Most weeks",37,"Female","Undergraduate degree (BSc, BA)",1,"Leave","To 'take control of our own borders'",NA,"Strongly Agree",NA,NA,NA,"Somewhat Disagree","Somewhat Agree","Agree",NA,NA,NA,"Somewhat Agree","Somewhat Agree","Somewhat Agree","Pro",5,1015,364,"For","ANTI",0,1,1,0,0,0,1
57,1651855173424,"06/05/2022 16:39:33",6421697,3,55,"Neither Agree nor Disagree","statements",68,"Rarely","Rarely",25,"Female","Undergraduate degree (BSc, BA)",2,"Leave","law changes can't be easily made",NA,"Neither Agree nor Disagree",NA,NA,NA,"Neither Agree nor Disagree","Somewhat Agree","Somewhat Agree",NA,NA,NA,"Somewhat Disagree","Somewhat Disagree","Somewhat Disagree","Pro",4,1004,364,"For","ANTI",0,1,1,0,0,0,0
60,1651855180540,"06/05/2022 16:39:40",6421697,3,58,"Strongly Disagree","statements",66,"Never","A few times a year",41,"Male","Postgraduate degree (MSc, MA, MPhil)",3,"Leave","Our Island is too crowded -- let's take care of our own. There's little benefits to be gained from allowing all EU citizens to cross our borders and use our resources. ",NA,"Somewhat Disagree",NA,NA,NA,"Disagree","Disagree","Disagree",NA,NA,NA,"Disagree","Disagree","Disagree","Pro",1,993,364,"For","ANTI",0,1,1,0,0,0,0
64,1651855190781,"06/05/2022 16:39:50",6421697,3,62,"Neither Agree nor Disagree","statements",70,"Rarely","Most weeks",37,"Female","Undergraduate degree (BSc, BA)",2,"Leave","To reduce immigration",NA,"Strongly Agree",NA,NA,NA,"Somewhat Disagree","Somewhat Agree","Agree",NA,NA,NA,"Somewhat Agree","Somewhat Agree","Somewhat Agree","Pro",4,1016,364,"For","ANTI",0,1,1,0,0,0,0
3,1651855273100,"06/05/2022 16:41:13",6421738,3,1,"Agree","statements",63,"Rarely","Rarely",23,"Female","Undergraduate degree (BSc, BA)",2,"Leave","To control immigration",NA,"Somewhat Agree",NA,NA,NA,"Disagree","Disagree","Disagree",NA,NA,NA,"Disagree","Disagree","Disagree","Pro",6,974,365,"For","ANTI",0,1,1,0,0,1,1
4,1651855281322,"06/05/2022 16:41:21",6421738,3,2,"Strongly Agree","statements",61,"Once or twice a year","Rarely",63,"Female","Undergraduate degree (BSc, BA)",1,"Leave","Low pay due to surplus workers",NA,"Somewhat Agree",NA,NA,NA,"Disagree","Disagree","Disagree",NA,NA,NA,"Disagree","Disagree","Disagree","Pro",7,961,365,"For","ANTI",0,1,1,0,0,1,1
6,1651855286821,"06/05/2022 16:41:26",6421738,3,4,"Agree","statements",70,"Rarely","Most weeks",37,"Female","Undergraduate degree (BSc, BA)",2,"Leave","To reduce immigration",NA,"Strongly Agree",NA,NA,NA,"Somewhat Disagree","Somewhat Agree","Agree",NA,NA,NA,"Somewhat Agree","Somewhat Agree","Somewhat Agree","Pro",6,1016,365,"For","ANTI",0,1,1,0,0,1,1
9,1651855297468,"06/05/2022 16:41:37",6421738,3,7,"Strongly Agree","statements",64,"Rarely","Rarely",39,"Female","Postgraduate degree (MSc, MA, MPhil)",1,"Leave","Being able to self govern",NA,"Disagree",NA,NA,NA,"Somewhat Agree","Somewhat Agree","Somewhat Agree",NA,NA,NA,"Neither Agree nor Disagree","Somewhat Agree","Somewhat Agree","Pro",7,979,365,"For","ANTI",0,1,1,0,0,1,1
11,1651855313696,"06/05/2022 16:41:53",6421738,3,9,"Disagree","statements",62,"Once or twice a year","Most weeks",30,"Male","Undergraduate degree (BSc, BA)",1,"Leave","Because of false propoganda",NA,"Strongly Disagree",NA,NA,NA,"Somewhat Agree","Strongly Agree","Agree",NA,NA,NA,"Somewhat Agree","Agree","Neither Agree nor Disagree","Pro",2,967,365,"For","ANTI",0,1,1,0,0,0,0
14,1651855325825,"06/05/2022 16:42:05",6421738,3,12,"Agree","statements",65,"Never","Never",60,"Female","GCSEs",2,"Leave","People from Europe cannot take British jobs so easily.",NA,"Strongly Disagree",NA,NA,NA,"Neither Agree nor Disagree","Agree","Neither Agree nor Disagree",NA,NA,NA,"Agree","Agree","Neither Agree nor Disagree","Pro",6,986,365,"For","ANTI",0,1,1,0,0,1,1
15,1651855327772,"06/05/2022 16:42:07",6421738,3,13,"Strongly Agree","statements",70,"Rarely","Most weeks",37,"Female","Undergraduate degree (BSc, BA)",3,"Leave","To maintain sovereignty ",NA,"Strongly Agree",NA,NA,NA,"Somewhat Disagree","Somewhat Agree","Agree",NA,NA,NA,"Somewhat Agree","Somewhat Agree","Somewhat Agree","Pro",7,1017,365,"For","ANTI",0,1,1,0,0,1,1
18,1651855335248,"06/05/2022 16:42:15",6421738,3,16,"Neither Agree nor Disagree","statements",62,"Once or twice a year","Most weeks",30,"Male","Undergraduate degree (BSc, BA)",3,"Leave","Cannot think of a reason",NA,"Strongly Disagree",NA,NA,NA,"Somewhat Agree","Strongly Agree","Agree",NA,NA,NA,"Somewhat Agree","Agree","Neither Agree nor Disagree","Pro",4,969,365,"For","ANTI",0,1,1,0,0,0,0
19,1651855337902,"06/05/2022 16:42:17",6421738,3,17,"Agree","statements",67,"Once or twice a year","Most months",57,"Female","Undergraduate degree (BSc, BA)",3,"Leave","Spend money going to EU in the UK",NA,"Somewhat Disagree",NA,NA,NA,"Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree",NA,NA,NA,"Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Pro",6,999,365,"For","ANTI",0,1,1,0,0,1,1
24,1651855356830,"06/05/2022 16:42:36",6421738,3,22,"Strongly Disagree","statements",61,"Once or twice a year","Rarely",63,"Female","Undergraduate degree (BSc, BA)",2,"Leave","Less space in Hospitals due to high population",NA,"Somewhat Agree",NA,NA,NA,"Disagree","Disagree","Disagree",NA,NA,NA,"Disagree","Disagree","Disagree","Pro",1,962,365,"For","ANTI",0,1,1,0,0,0,0
25,1651855358834,"06/05/2022 16:42:38",6421738,3,23,"Agree","statements",64,"Rarely","Rarely",39,"Female","Postgraduate degree (MSc, MA, MPhil)",2,"Leave","Don't want immigrants here",NA,"Disagree",NA,NA,NA,"Somewhat Agree","Somewhat Agree","Somewhat Agree",NA,NA,NA,"Neither Agree nor Disagree","Somewhat Agree","Somewhat Agree","Pro",6,980,365,"For","ANTI",0,1,1,0,0,1,1
28,1651855372128,"06/05/2022 16:42:52",6421738,3,26,"Strongly Agree","statements",63,"Rarely","Rarely",23,"Female","Undergraduate degree (BSc, BA)",1,"Leave","More money to spend on issues in the UK",NA,"Somewhat Agree",NA,NA,NA,"Disagree","Disagree","Disagree",NA,NA,NA,"Disagree","Disagree","Disagree","Pro",7,973,365,"For","ANTI",0,1,1,0,0,1,1
29,1651855373573,"06/05/2022 16:42:53",6421738,3,27,"Strongly Agree","statements",63,"Rarely","Rarely",23,"Female","Undergraduate degree (BSc, BA)",3,"Leave","The UK can make their own laws",NA,"Somewhat Agree",NA,NA,NA,"Disagree","Disagree","Disagree",NA,NA,NA,"Disagree","Disagree","Disagree","Pro",7,975,365,"For","ANTI",0,1,1,0,0,1,1
32,1651855383078,"06/05/2022 16:43:03",6421738,3,30,"Strongly Agree","statements",68,"Rarely","Rarely",25,"Female","Undergraduate degree (BSc, BA)",2,"Leave","law changes can't be easily made",NA,"Neither Agree nor Disagree",NA,NA,NA,"Neither Agree nor Disagree","Somewhat Agree","Somewhat Agree",NA,NA,NA,"Somewhat Disagree","Somewhat Disagree","Somewhat Disagree","Pro",7,1004,365,"For","ANTI",0,1,1,0,0,1,1
36,1651855407231,"06/05/2022 16:43:27",6421738,3,34,"Disagree","statements",68,"Rarely","Rarely",25,"Female","Undergraduate degree (BSc, BA)",3,"Leave","sanctions for breaking laws",NA,"Neither Agree nor Disagree",NA,NA,NA,"Neither Agree nor Disagree","Somewhat Agree","Somewhat Agree",NA,NA,NA,"Somewhat Disagree","Somewhat Disagree","Somewhat Disagree","Pro",2,1005,365,"For","ANTI",0,1,1,0,0,0,0
37,1651855409301,"06/05/2022 16:43:29",6421738,3,35,"Agree","statements",66,"Never","A few times a year",41,"Male","Postgraduate degree (MSc, MA, MPhil)",1,"Leave","We are paying too much to the EU that we would get back if we leave. ",NA,"Somewhat Disagree",NA,NA,NA,"Disagree","Disagree","Disagree",NA,NA,NA,"Disagree","Disagree","Disagree","Pro",6,991,365,"For","ANTI",0,1,1,0,0,1,1
38,1651855411690,"06/05/2022 16:43:31",6421738,3,36,"Agree","statements",65,"Never","Never",60,"Female","GCSEs",3,"Leave","Restricting foreign workers , allows homes for British people. ",NA,"Strongly Disagree",NA,NA,NA,"Neither Agree nor Disagree","Agree","Neither Agree nor Disagree",NA,NA,NA,"Agree","Agree","Neither Agree nor Disagree","Pro",6,987,365,"For","ANTI",0,1,1,0,0,1,1
41,1651855421728,"06/05/2022 16:43:41",6421738,3,39,"Strongly Agree","statements",67,"Once or twice a year","Most months",57,"Female","Undergraduate degree (BSc, BA)",1,"Leave","Too much interference in UK laws",NA,"Somewhat Disagree",NA,NA,NA,"Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree",NA,NA,NA,"Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Pro",7,997,365,"For","ANTI",0,1,1,0,0,1,1
44,1651855429767,"06/05/2022 16:43:49",6421738,3,42,"Agree","statements",64,"Rarely","Rarely",39,"Female","Postgraduate degree (MSc, MA, MPhil)",3,"Leave","Don't want immigrants taking jobs",NA,"Disagree",NA,NA,NA,"Somewhat Agree","Somewhat Agree","Somewhat Agree",NA,NA,NA,"Neither Agree nor Disagree","Somewhat Agree","Somewhat Agree","Pro",6,981,365,"For","ANTI",0,1,1,0,0,1,1
45,1651855431635,"06/05/2022 16:43:51",6421738,3,43,"Agree","statements",61,"Once or twice a year","Rarely",63,"Female","Undergraduate degree (BSc, BA)",3,"Leave","Less space in schools with too many people here",NA,"Somewhat Agree",NA,NA,NA,"Disagree","Disagree","Disagree",NA,NA,NA,"Disagree","Disagree","Disagree","Pro",6,963,365,"For","ANTI",0,1,1,0,0,1,1
47,1651855438885,"06/05/2022 16:43:58",6421738,3,45,"Neither Agree nor Disagree","statements",62,"Once or twice a year","Most weeks",30,"Male","Undergraduate degree (BSc, BA)",2,"Leave","Cannot think of a reason",NA,"Strongly Disagree",NA,NA,NA,"Somewhat Agree","Strongly Agree","Agree",NA,NA,NA,"Somewhat Agree","Agree","Neither Agree nor Disagree","Pro",4,968,365,"For","ANTI",0,1,1,0,0,0,0
49,1651855445508,"06/05/2022 16:44:05",6421738,3,47,"Strongly Agree","statements",65,"Never","Never",60,"Female","GCSEs",1,"Leave","In theory, greater freedom to gain business opportunities in countries without restrictions",NA,"Strongly Disagree",NA,NA,NA,"Neither Agree nor Disagree","Agree","Neither Agree nor Disagree",NA,NA,NA,"Agree","Agree","Neither Agree nor Disagree","Pro",7,985,365,"For","ANTI",0,1,1,0,0,1,1
50,1651855447102,"06/05/2022 16:44:07",6421738,3,48,"Strongly Agree","statements",69,"Rarely","Most months",26,"Female","Postgraduate degree (MSc, MA, MPhil)",2,"Leave","Don't want to be governed by EU beuarocrats.",NA,"Disagree",NA,NA,NA,"Somewhat Agree","Neither Agree nor Disagree","Somewhat Agree",NA,NA,NA,"Somewhat Disagree","Somewhat Agree","Somewhat Agree","Pro",7,1010,365,"For","ANTI",0,1,1,0,0,1,1
53,1651855460185,"06/05/2022 16:44:20",6421738,3,51,"Strongly Agree","statements",69,"Rarely","Most months",26,"Female","Postgraduate degree (MSc, MA, MPhil)",3,"Leave","Can form new trading relationships outside of Europe.",NA,"Disagree",NA,NA,NA,"Somewhat Agree","Neither Agree nor Disagree","Somewhat Agree",NA,NA,NA,"Somewhat Disagree","Somewhat Agree","Somewhat Agree","Pro",7,1011,365,"For","ANTI",0,1,1,0,0,1,1
55,1651855464655,"06/05/2022 16:44:24",6421738,3,53,"Strongly Agree","statements",66,"Never","A few times a year",41,"Male","Postgraduate degree (MSc, MA, MPhil)",3,"Leave","Our Island is too crowded -- let's take care of our own. There's little benefits to be gained from allowing all EU citizens to cross our borders and use our resources. ",NA,"Somewhat Disagree",NA,NA,NA,"Disagree","Disagree","Disagree",NA,NA,NA,"Disagree","Disagree","Disagree","Pro",7,993,365,"For","ANTI",0,1,1,0,0,1,1
57,1651855471701,"06/05/2022 16:44:31",6421738,3,55,"Strongly Agree","statements",67,"Once or twice a year","Most months",57,"Female","Undergraduate degree (BSc, BA)",2,"Leave","Too much immigration through free movement",NA,"Somewhat Disagree",NA,NA,NA,"Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree",NA,NA,NA,"Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Pro",7,998,365,"For","ANTI",0,1,1,0,0,1,1
59,1651855476979,"06/05/2022 16:44:36",6421738,3,57,"Agree","statements",69,"Rarely","Most months",26,"Female","Postgraduate degree (MSc, MA, MPhil)",1,"Leave","Stop Europeans moving to the UK and taking jobs.",NA,"Disagree",NA,NA,NA,"Somewhat Agree","Neither Agree nor Disagree","Somewhat Agree",NA,NA,NA,"Somewhat Disagree","Somewhat Agree","Somewhat Agree","Pro",6,1009,365,"For","ANTI",0,1,1,0,0,1,1
60,1651855478281,"06/05/2022 16:44:38",6421738,3,58,"Strongly Agree","statements",70,"Rarely","Most weeks",37,"Female","Undergraduate degree (BSc, BA)",1,"Leave","To 'take control of our own borders'",NA,"Strongly Agree",NA,NA,NA,"Somewhat Disagree","Somewhat Agree","Agree",NA,NA,NA,"Somewhat Agree","Somewhat Agree","Somewhat Agree","Pro",7,1015,365,"For","ANTI",0,1,1,0,0,1,1
62,1651855483064,"06/05/2022 16:44:43",6421738,3,60,"Agree","statements",68,"Rarely","Rarely",25,"Female","Undergraduate degree (BSc, BA)",1,"Leave","Farming restrictions",NA,"Neither Agree nor Disagree",NA,NA,NA,"Neither Agree nor Disagree","Somewhat Agree","Somewhat Agree",NA,NA,NA,"Somewhat Disagree","Somewhat Disagree","Somewhat Disagree","Pro",6,1003,365,"For","ANTI",0,1,1,0,0,1,1
64,1651855489964,"06/05/2022 16:44:49",6421738,3,62,"Agree","statements",66,"Never","A few times a year",41,"Male","Postgraduate degree (MSc, MA, MPhil)",2,"Leave","All the jobs are being taken by non-UK citizens: we need to the best jobs given back to our own citizens. ",NA,"Somewhat Disagree",NA,NA,NA,"Disagree","Disagree","Disagree",NA,NA,NA,"Disagree","Disagree","Disagree","Pro",6,992,365,"For","ANTI",0,1,1,0,0,1,1
5,1651855270404,"06/05/2022 16:41:10",6421751,3,3,"Somewhat Agree","statements",70,"Rarely","Most weeks",37,"Female","Undergraduate degree (BSc, BA)",1,"Leave","To 'take control of our own borders'",NA,"Strongly Agree",NA,NA,NA,"Somewhat Disagree","Somewhat Agree","Agree",NA,NA,NA,"Somewhat Agree","Somewhat Agree","Somewhat Agree","Pro",5,1015,366,"For","ANTI",0,1,1,0,0,0,1
6,1651855271381,"06/05/2022 16:41:11",6421751,3,4,"Somewhat Agree","statements",64,"Rarely","Rarely",39,"Female","Postgraduate degree (MSc, MA, MPhil)",1,"Leave","Being able to self govern",NA,"Disagree",NA,NA,NA,"Somewhat Agree","Somewhat Agree","Somewhat Agree",NA,NA,NA,"Neither Agree nor Disagree","Somewhat Agree","Somewhat Agree","Pro",5,979,366,"For","ANTI",0,1,1,0,0,0,1
7,1651855273123,"06/05/2022 16:41:13",6421751,3,5,"Somewhat Agree","statements",69,"Rarely","Most months",26,"Female","Postgraduate degree (MSc, MA, MPhil)",2,"Leave","Don't want to be governed by EU beuarocrats.",NA,"Disagree",NA,NA,NA,"Somewhat Agree","Neither Agree nor Disagree","Somewhat Agree",NA,NA,NA,"Somewhat Disagree","Somewhat Agree","Somewhat Agree","Pro",5,1010,366,"For","ANTI",0,1,1,0,0,0,1
8,1651855274961,"06/05/2022 16:41:14",6421751,3,6,"Somewhat Agree","statements",61,"Once or twice a year","Rarely",63,"Female","Undergraduate degree (BSc, BA)",2,"Leave","Less space in Hospitals due to high population",NA,"Somewhat Agree",NA,NA,NA,"Disagree","Disagree","Disagree",NA,NA,NA,"Disagree","Disagree","Disagree","Pro",5,962,366,"For","ANTI",0,1,1,0,0,0,1
11,1651855280196,"06/05/2022 16:41:20",6421751,3,9,"Strongly Disagree","statements",64,"Rarely","Rarely",39,"Female","Postgraduate degree (MSc, MA, MPhil)",3,"Leave","Don't want immigrants taking jobs",NA,"Disagree",NA,NA,NA,"Somewhat Agree","Somewhat Agree","Somewhat Agree",NA,NA,NA,"Neither Agree nor Disagree","Somewhat Agree","Somewhat Agree","Pro",1,981,366,"For","ANTI",0,1,1,0,0,0,0
12,1651855282228,"06/05/2022 16:41:22",6421751,3,10,"Somewhat Agree","statements",70,"Rarely","Most weeks",37,"Female","Undergraduate degree (BSc, BA)",2,"Leave","To reduce immigration",NA,"Strongly Agree",NA,NA,NA,"Somewhat Disagree","Somewhat Agree","Agree",NA,NA,NA,"Somewhat Agree","Somewhat Agree","Somewhat Agree","Pro",5,1016,366,"For","ANTI",0,1,1,0,0,0,1
15,1651855288893,"06/05/2022 16:41:28",6421751,3,13,"Somewhat Agree","statements",67,"Once or twice a year","Most months",57,"Female","Undergraduate degree (BSc, BA)",3,"Leave","Spend money going to EU in the UK",NA,"Somewhat Disagree",NA,NA,NA,"Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree",NA,NA,NA,"Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Pro",5,999,366,"For","ANTI",0,1,1,0,0,0,1
17,1651855291153,"06/05/2022 16:41:31",6421751,3,15,"Somewhat Agree","statements",69,"Rarely","Most months",26,"Female","Postgraduate degree (MSc, MA, MPhil)",3,"Leave","Can form new trading relationships outside of Europe.",NA,"Disagree",NA,NA,NA,"Somewhat Agree","Neither Agree nor Disagree","Somewhat Agree",NA,NA,NA,"Somewhat Disagree","Somewhat Agree","Somewhat Agree","Pro",5,1011,366,"For","ANTI",0,1,1,0,0,0,1
18,1651855292807,"06/05/2022 16:41:32",6421751,3,16,"Neither Agree nor Disagree","statements",62,"Once or twice a year","Most weeks",30,"Male","Undergraduate degree (BSc, BA)",3,"Leave","Cannot think of a reason",NA,"Strongly Disagree",NA,NA,NA,"Somewhat Agree","Strongly Agree","Agree",NA,NA,NA,"Somewhat Agree","Agree","Neither Agree nor Disagree","Pro",4,969,366,"For","ANTI",0,1,1,0,0,0,0
21,1651855297693,"06/05/2022 16:41:37",6421751,3,19,"Somewhat Agree","statements",63,"Rarely","Rarely",23,"Female","Undergraduate degree (BSc, BA)",2,"Leave","To control immigration",NA,"Somewhat Agree",NA,NA,NA,"Disagree","Disagree","Disagree",NA,NA,NA,"Disagree","Disagree","Disagree","Pro",5,974,366,"For","ANTI",0,1,1,0,0,0,1
