"Event.Index","UTC.Timestamp","UTC.Date","Participant.Private.ID","Task.Version","Trial.Number","Response","display","ARGUER_ID","discuss_1","read_1","age","gender","edu","argument_ID","Arg_Position","Arguments","stanely_L","stanley_R","intellectual_R_1","intellectual_R_2","intellectual_R_3","intellectual_L_1","intellectual_L_2","intellectual_L_3","morality_R_1","morality_R_2","morality_R_3","morality_L_1","morality_L_2","morality_L_3","rater_position","response_ratings","argument_index","Rater_ID","argument_Position","Arguer_Position","ITT_Condition_ProArguers","ITT_Condition_AntiArguers","ITT_cond","ITT_Baseline_ProArguers","ITT_Baseline_AntiArguers"
29,1651664702936,"04/05/2022 11:45:02",6404990,4,27,"Strongly Agree","statements",20,"Once or twice a year","Rarely",65,"Male","Undergraduate degree (BSc, BA)",3,"Leave","Greater world opportunities for trade","Agree",NA,"Neither Agree nor Disagree","Somewhat Agree","Somewhat Disagree",NA,NA,NA,"Neither Agree nor Disagree","Somewhat Disagree","Somewhat Disagree",NA,NA,NA,"Pro",7,117,115,"For","PRO",0,0,0,1,0
30,1651664705814,"04/05/2022 11:45:05",6404990,4,28,"Strongly Agree","statements",11,"Rarely","Rarely",32,"Male","Doctorate (PhD)",2,"Leave","Less EU regulation and red tape ","Agree",NA,"Strongly Disagree","Strongly Disagree","Strongly Disagree",NA,NA,NA,"Strongly Disagree","Strongly Disagree","Strongly Disagree",NA,NA,NA,"Pro",7,62,115,"For","PRO",0,0,0,1,0
34,1651664729609,"04/05/2022 11:45:29",6404990,4,32,"Agree","statements",13,"Never","Never",58,"Female","GCSEs",2,"Leave","not pay lots of money to the eu","Neither Agree nor Disagree",NA,"Disagree","Disagree","Disagree",NA,NA,NA,"Disagree","Strongly Disagree","Strongly Disagree",NA,NA,NA,"Pro",6,74,115,"For","PRO",0,0,0,1,0
36,1651664740077,"04/05/2022 11:45:40",6404990,4,34,"Somewhat Agree","statements",14,"Rarely","Most months",64,"Male","GCSEs",2,"Leave","more money for the NHS","Somewhat Disagree",NA,"Strongly Disagree","Strongly Disagree","Strongly Disagree",NA,NA,NA,"Strongly Disagree","Strongly Disagree","Strongly Disagree",NA,NA,NA,"Pro",5,80,115,"For","PRO",0,0,0,1,0
38,1651664747925,"04/05/2022 11:45:47",6404990,4,36,"Strongly Agree","statements",13,"Never","Never",58,"Female","GCSEs",1,"Leave","make our own choices","Neither Agree nor Disagree",NA,"Disagree","Disagree","Disagree",NA,NA,NA,"Disagree","Strongly Disagree","Strongly Disagree",NA,NA,NA,"Pro",7,73,115,"For","PRO",0,0,0,1,0
41,1651664764634,"04/05/2022 11:46:04",6404990,4,39,"Neither Agree nor Disagree","statements",15,"Never","Never",41,"Male","Undergraduate degree (BSc, BA)",1,"Leave","Too much red tape so things donât get done or over the top.  ","Agree",NA,"Disagree","Disagree","Disagree",NA,NA,NA,"Disagree","Strongly Disagree","Strongly Disagree",NA,NA,NA,"Pro",4,85,115,"For","PRO",0,0,0,1,0
42,1651664768409,"04/05/2022 11:46:08",6404990,4,40,"Strongly Agree","statements",12,"Rarely","Rarely",56,"Female","A levels",2,"Leave","To make sure that jobs are available for british people","Agree",NA,"Strongly Disagree","Strongly Disagree","Strongly Disagree",NA,NA,NA,"Disagree","Disagree","Disagree",NA,NA,NA,"Pro",7,68,115,"For","PRO",0,0,0,1,0
43,1651664773317,"04/05/2022 11:46:13",6404990,4,41,"Somewhat Agree","statements",18,"Never","Never",35,"Female","GCSEs",1,"Leave","NHS we can protioze money and improve the nhs more","Neither Agree nor Disagree",NA,"Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree",NA,NA,NA,"Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree",NA,NA,NA,"Pro",5,103,115,"For","PRO",0,0,0,1,0
45,1651664781001,"04/05/2022 11:46:21",6404990,4,43,"Strongly Agree","statements",11,"Rarely","Rarely",32,"Male","Doctorate (PhD)",3,"Leave","More money for the UK, instead of paying for the EU ","Agree",NA,"Strongly Disagree","Strongly Disagree","Strongly Disagree",NA,NA,NA,"Strongly Disagree","Strongly Disagree","Strongly Disagree",NA,NA,NA,"Pro",7,63,115,"For","PRO",0,0,0,1,0
46,1651664786710,"04/05/2022 11:46:26",6404990,4,44,"Somewhat Agree","statements",16,"Rarely","Rarely",NA,"Female","A levels",3,"Leave","Save money helping other countries, we don't need to send aid","Agree",NA,"Disagree","Disagree","Strongly Disagree",NA,NA,NA,"Disagree","Disagree","Disagree",NA,NA,NA,"Pro",5,93,115,"For","PRO",0,0,0,1,0
47,1651664793124,"04/05/2022 11:46:33",6404990,4,45,"Agree","statements",12,"Rarely","Rarely",56,"Female","A levels",1,"Leave","To save money that was spent on membership and instead give it to the NHS","Agree",NA,"Strongly Disagree","Strongly Disagree","Strongly Disagree",NA,NA,NA,"Disagree","Disagree","Disagree",NA,NA,NA,"Pro",6,67,115,"For","PRO",0,0,0,1,0
48,1651664798114,"04/05/2022 11:46:38",6404990,4,46,"Somewhat Disagree","statements",19,"Never","Never",30,"Female","Undergraduate degree (BSc, BA)",3,"Leave","Because I believe something I have read online","Somewhat Agree",NA,"Strongly Disagree","Strongly Disagree","Strongly Disagree",NA,NA,NA,"Strongly Disagree","Strongly Disagree","Strongly Disagree",NA,NA,NA,"Pro",3,111,115,"For","PRO",0,0,0,1,0
49,1651664806179,"04/05/2022 11:46:46",6404990,4,47,"Somewhat Agree","statements",12,"Rarely","Rarely",56,"Female","A levels",3,"Leave","To stop people coming into the country and claiming benefits and taking priority on the council housing list","Agree",NA,"Strongly Disagree","Strongly Disagree","Strongly Disagree",NA,NA,NA,"Disagree","Disagree","Disagree",NA,NA,NA,"Pro",5,69,115,"For","PRO",0,0,0,1,0
51,1651664817429,"04/05/2022 11:46:57",6404990,4,49,"Neither Agree nor Disagree","statements",13,"Never","Never",58,"Female","GCSEs",3,"Leave","less fishing rights in our waters","Neither Agree nor Disagree",NA,"Disagree","Disagree","Disagree",NA,NA,NA,"Disagree","Strongly Disagree","Strongly Disagree",NA,NA,NA,"Pro",4,75,115,"For","PRO",0,0,0,1,0
53,1651664824935,"04/05/2022 11:47:04",6404990,4,51,"Strongly Agree","statements",17,"Rarely","Rarely",35,"Male","GCSEs",2,"Leave","independence, not being tied to european laws","Neither Agree nor Disagree",NA,"Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree",NA,NA,NA,"Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree",NA,NA,NA,"Pro",7,98,115,"For","PRO",0,0,0,1,0
54,1651664828255,"04/05/2022 11:47:08",6404990,4,52,"Somewhat Agree","statements",17,"Rarely","Rarely",35,"Male","GCSEs",1,"Leave","immigration, more control over who comes in and out","Neither Agree nor Disagree",NA,"Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree",NA,NA,NA,"Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree",NA,NA,NA,"Pro",5,97,115,"For","PRO",0,0,0,1,0
56,1651664835361,"04/05/2022 11:47:15",6404990,4,54,"Agree","statements",14,"Rarely","Most months",64,"Male","GCSEs",1,"Leave","less bills to pay to the EU,","Somewhat Disagree",NA,"Strongly Disagree","Strongly Disagree","Strongly Disagree",NA,NA,NA,"Strongly Disagree","Strongly Disagree","Strongly Disagree",NA,NA,NA,"Pro",6,79,115,"For","PRO",0,0,0,1,0
60,1651664856927,"04/05/2022 11:47:36",6404990,4,58,"Somewhat Agree","statements",15,"Never","Never",41,"Male","Undergraduate degree (BSc, BA)",3,"Leave","Countries unequal in economy leading to disproportionate immigration which then leads to social tensions","Agree",NA,"Disagree","Disagree","Disagree",NA,NA,NA,"Disagree","Strongly Disagree","Strongly Disagree",NA,NA,NA,"Pro",5,87,115,"For","PRO",0,0,0,1,0
63,1651664875873,"04/05/2022 11:47:55",6404990,4,61,"Somewhat Agree","statements",15,"Never","Never",41,"Male","Undergraduate degree (BSc, BA)",2,"Leave","Slow progress on getting things done as too wide spectrum of MEPs so ideological views lead to long drawn out arguments and hinders the European project ","Agree",NA,"Disagree","Disagree","Disagree",NA,NA,NA,"Disagree","Strongly Disagree","Strongly Disagree",NA,NA,NA,"Pro",5,86,115,"For","PRO",0,0,0,1,0
64,1651664879794,"04/05/2022 11:47:59",6404990,4,62,"Somewhat Disagree","statements",19,"Never","Never",30,"Female","Undergraduate degree (BSc, BA)",2,"Leave","Because their families are","Somewhat Agree",NA,"Strongly Disagree","Strongly Disagree","Strongly Disagree",NA,NA,NA,"Strongly Disagree","Strongly Disagree","Strongly Disagree",NA,NA,NA,"Pro",3,110,115,"For","PRO",0,0,0,1,0
3,1651664609272,"04/05/2022 11:43:29",6405005,4,1,"Strongly Agree","statements",12,"Rarely","Rarely",56,"Female","A levels",3,"Leave","To stop people coming into the country and claiming benefits and taking priority on the council housing list","Agree",NA,"Strongly Disagree","Strongly Disagree","Strongly Disagree",NA,NA,NA,"Disagree","Disagree","Disagree",NA,NA,NA,"Pro",7,69,116,"For","PRO",0,0,0,1,0
6,1651664633264,"04/05/2022 11:43:53",6405005,4,4,"Somewhat Disagree","statements",15,"Never","Never",41,"Male","Undergraduate degree (BSc, BA)",2,"Leave","Slow progress on getting things done as too wide spectrum of MEPs so ideological views lead to long drawn out arguments and hinders the European project ","Agree",NA,"Disagree","Disagree","Disagree",NA,NA,NA,"Disagree","Strongly Disagree","Strongly Disagree",NA,NA,NA,"Pro",3,86,116,"For","PRO",0,0,0,1,0
9,1651664644445,"04/05/2022 11:44:04",6405005,4,7,"Strongly Agree","statements",14,"Rarely","Most months",64,"Male","GCSEs",1,"Leave","less bills to pay to the EU,","Somewhat Disagree",NA,"Strongly Disagree","Strongly Disagree","Strongly Disagree",NA,NA,NA,"Strongly Disagree","Strongly Disagree","Strongly Disagree",NA,NA,NA,"Pro",7,79,116,"For","PRO",0,0,0,1,0
10,1651664646334,"04/05/2022 11:44:06",6405005,4,8,"Somewhat Agree","statements",14,"Rarely","Most months",64,"Male","GCSEs",2,"Leave","more money for the NHS","Somewhat Disagree",NA,"Strongly Disagree","Strongly Disagree","Strongly Disagree",NA,NA,NA,"Strongly Disagree","Strongly Disagree","Strongly Disagree",NA,NA,NA,"Pro",5,80,116,"For","PRO",0,0,0,1,0
11,1651664649455,"04/05/2022 11:44:09",6405005,4,9,"Somewhat Disagree","statements",19,"Never","Never",30,"Female","Undergraduate degree (BSc, BA)",3,"Leave","Because I believe something I have read online","Somewhat Agree",NA,"Strongly Disagree","Strongly Disagree","Strongly Disagree",NA,NA,NA,"Strongly Disagree","Strongly Disagree","Strongly Disagree",NA,NA,NA,"Pro",3,111,116,"For","PRO",0,0,0,1,0
12,1651664651576,"04/05/2022 11:44:11",6405005,4,10,"Somewhat Agree","statements",13,"Never","Never",58,"Female","GCSEs",3,"Leave","less fishing rights in our waters","Neither Agree nor Disagree",NA,"Disagree","Disagree","Disagree",NA,NA,NA,"Disagree","Strongly Disagree","Strongly Disagree",NA,NA,NA,"Pro",5,75,116,"For","PRO",0,0,0,1,0
14,1651664661998,"04/05/2022 11:44:21",6405005,4,12,"Somewhat Agree","statements",17,"Rarely","Rarely",35,"Male","GCSEs",3,"Leave","own laws, the european courts deciding things rather than us","Neither Agree nor Disagree",NA,"Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree",NA,NA,NA,"Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree",NA,NA,NA,"Pro",5,99,116,"For","PRO",0,0,0,1,0
16,1651664667269,"04/05/2022 11:44:27",6405005,4,14,"Strongly Agree","statements",13,"Never","Never",58,"Female","GCSEs",2,"Leave","not pay lots of money to the eu","Neither Agree nor Disagree",NA,"Disagree","Disagree","Disagree",NA,NA,NA,"Disagree","Strongly Disagree","Strongly Disagree",NA,NA,NA,"Pro",7,74,116,"For","PRO",0,0,0,1,0
17,1651664670085,"04/05/2022 11:44:30",6405005,4,15,"Agree","statements",12,"Rarely","Rarely",56,"Female","A levels",2,"Leave","To make sure that jobs are available for british people","Agree",NA,"Strongly Disagree","Strongly Disagree","Strongly Disagree",NA,NA,NA,"Disagree","Disagree","Disagree",NA,NA,NA,"Pro",6,68,116,"For","PRO",0,0,0,1,0
18,1651664672399,"04/05/2022 11:44:32",6405005,4,16,"Agree","statements",11,"Rarely","Rarely",32,"Male","Doctorate (PhD)",1,"Leave","Reduce immigration to the UK ","Agree",NA,"Strongly Disagree","Strongly Disagree","Strongly Disagree",NA,NA,NA,"Strongly Disagree","Strongly Disagree","Strongly Disagree",NA,NA,NA,"Pro",6,61,116,"For","PRO",0,0,0,1,0
19,1651664673880,"04/05/2022 11:44:33",6405005,4,17,"Agree","statements",18,"Never","Never",35,"Female","GCSEs",2,"Leave","Border control we can be in control ","Neither Agree nor Disagree",NA,"Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree",NA,NA,NA,"Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree",NA,NA,NA,"Pro",6,104,116,"For","PRO",0,0,0,1,0
20,1651664676741,"04/05/2022 11:44:36",6405005,4,18,"Agree","statements",16,"Rarely","Rarely",NA,"Female","A levels",1,"Leave","We are able to stop as many migrants entering our country.","Agree",NA,"Disagree","Disagree","Strongly Disagree",NA,NA,NA,"Disagree","Disagree","Disagree",NA,NA,NA,"Pro",6,91,116,"For","PRO",0,0,0,1,0
21,1651664680242,"04/05/2022 11:44:40",6405005,4,19,"Agree","statements",13,"Never","Never",58,"Female","GCSEs",1,"Leave","make our own choices","Neither Agree nor Disagree",NA,"Disagree","Disagree","Disagree",NA,NA,NA,"Disagree","Strongly Disagree","Strongly Disagree",NA,NA,NA,"Pro",6,73,116,"For","PRO",0,0,0,1,0
22,1651664682972,"04/05/2022 11:44:42",6405005,4,20,"Strongly Agree","statements",20,"Once or twice a year","Rarely",65,"Male","Undergraduate degree (BSc, BA)",2,"Leave","Excessive ""overhead"" in managing the EU","Agree",NA,"Neither Agree nor Disagree","Somewhat Agree","Somewhat Disagree",NA,NA,NA,"Neither Agree nor Disagree","Somewhat Disagree","Somewhat Disagree",NA,NA,NA,"Pro",7,116,116,"For","PRO",0,0,0,1,0
25,1651664689478,"04/05/2022 11:44:49",6405005,4,23,"Agree","statements",18,"Never","Never",35,"Female","GCSEs",3,"Leave","LAws we can make our own laws ","Neither Agree nor Disagree",NA,"Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree",NA,NA,NA,"Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree",NA,NA,NA,"Pro",6,105,116,"For","PRO",0,0,0,1,0
26,1651664693099,"04/05/2022 11:44:53",6405005,4,24,"Agree","statements",16,"Rarely","Rarely",NA,"Female","A levels",2,"Leave","The freedom to regulate in a more proportionate and agile way that works for our great British businesses;","Agree",NA,"Disagree","Disagree","Strongly Disagree",NA,NA,NA,"Disagree","Disagree","Disagree",NA,NA,NA,"Pro",6,92,116,"For","PRO",0,0,0,1,0
27,1651664694545,"04/05/2022 11:44:54",6405005,4,25,"Agree","statements",11,"Rarely","Rarely",32,"Male","Doctorate (PhD)",3,"Leave","More money for the UK, instead of paying for the EU ","Agree",NA,"Strongly Disagree","Strongly Disagree","Strongly Disagree",NA,NA,NA,"Strongly Disagree","Strongly Disagree","Strongly Disagree",NA,NA,NA,"Pro",6,63,116,"For","PRO",0,0,0,1,0
34,1651664713833,"04/05/2022 11:45:13",6405005,4,32,"Agree","statements",20,"Once or twice a year","Rarely",65,"Male","Undergraduate degree (BSc, BA)",1,"Leave","Control of borders - letting people in and out that we validate","Agree",NA,"Neither Agree nor Disagree","Somewhat Agree","Somewhat Disagree",NA,NA,NA,"Neither Agree nor Disagree","Somewhat Disagree","Somewhat Disagree",NA,NA,NA,"Pro",6,115,116,"For","PRO",0,0,0,1,0
35,1651664717383,"04/05/2022 11:45:17",6405005,4,33,"Agree","statements",15,"Never","Never",41,"Male","Undergraduate degree (BSc, BA)",3,"Leave","Countries unequal in economy leading to disproportionate immigration which then leads to social tensions","Agree",NA,"Disagree","Disagree","Disagree",NA,NA,NA,"Disagree","Strongly Disagree","Strongly Disagree",NA,NA,NA,"Pro",6,87,116,"For","PRO",0,0,0,1,0
38,1651664725548,"04/05/2022 11:45:25",6405005,4,36,"Disagree","statements",20,"Once or twice a year","Rarely",65,"Male","Undergraduate degree (BSc, BA)",3,"Leave","Greater world opportunities for trade","Agree",NA,"Neither Agree nor Disagree","Somewhat Agree","Somewhat Disagree",NA,NA,NA,"Neither Agree nor Disagree","Somewhat Disagree","Somewhat Disagree",NA,NA,NA,"Pro",2,117,116,"For","PRO",0,0,0,1,0
40,1651664733937,"04/05/2022 11:45:33",6405005,4,38,"Agree","statements",17,"Rarely","Rarely",35,"Male","GCSEs",2,"Leave","independence, not being tied to european laws","Neither Agree nor Disagree",NA,"Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree",NA,NA,NA,"Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree",NA,NA,NA,"Pro",6,98,116,"For","PRO",0,0,0,1,0
43,1651664743337,"04/05/2022 11:45:43",6405005,4,41,"Somewhat Agree","statements",12,"Rarely","Rarely",56,"Female","A levels",1,"Leave","To save money that was spent on membership and instead give it to the NHS","Agree",NA,"Strongly Disagree","Strongly Disagree","Strongly Disagree",NA,NA,NA,"Disagree","Disagree","Disagree",NA,NA,NA,"Pro",5,67,116,"For","PRO",0,0,0,1,0
44,1651664747068,"04/05/2022 11:45:47",6405005,4,42,"Somewhat Agree","statements",15,"Never","Never",41,"Male","Undergraduate degree (BSc, BA)",1,"Leave","Too much red tape so things donât get done or over the top.  ","Agree",NA,"Disagree","Disagree","Disagree",NA,NA,NA,"Disagree","Strongly Disagree","Strongly Disagree",NA,NA,NA,"Pro",5,85,116,"For","PRO",0,0,0,1,0
48,1651664758472,"04/05/2022 11:45:58",6405005,4,46,"Somewhat Agree","statements",18,"Never","Never",35,"Female","GCSEs",1,"Leave","NHS we can protioze money and improve the nhs more","Neither Agree nor Disagree",NA,"Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree",NA,NA,NA,"Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree",NA,NA,NA,"Pro",5,103,116,"For","PRO",0,0,0,1,0
50,1651664763780,"04/05/2022 11:46:03",6405005,4,48,"Agree","statements",17,"Rarely","Rarely",35,"Male","GCSEs",1,"Leave","immigration, more control over who comes in and out","Neither Agree nor Disagree",NA,"Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree",NA,NA,NA,"Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree",NA,NA,NA,"Pro",6,97,116,"For","PRO",0,0,0,1,0
52,1651664769567,"04/05/2022 11:46:09",6405005,4,50,"Agree","statements",16,"Rarely","Rarely",NA,"Female","A levels",3,"Leave","Save money helping other countries, we don't need to send aid","Agree",NA,"Disagree","Disagree","Strongly Disagree",NA,NA,NA,"Disagree","Disagree","Disagree",NA,NA,NA,"Pro",6,93,116,"For","PRO",0,0,0,1,0
55,1651664780139,"04/05/2022 11:46:20",6405005,4,53,"Agree","statements",11,"Rarely","Rarely",32,"Male","Doctorate (PhD)",2,"Leave","Less EU regulation and red tape ","Agree",NA,"Strongly Disagree","Strongly Disagree","Strongly Disagree",NA,NA,NA,"Strongly Disagree","Strongly Disagree","Strongly Disagree",NA,NA,NA,"Pro",6,62,116,"For","PRO",0,0,0,1,0
59,1651664789629,"04/05/2022 11:46:29",6405005,4,57,"Agree","statements",14,"Rarely","Most months",64,"Male","GCSEs",3,"Leave","MORE INDEPENDENCE INCLUDING LAWS IN BRITAIN","Somewhat Disagree",NA,"Strongly Disagree","Strongly Disagree","Strongly Disagree",NA,NA,NA,"Strongly Disagree","Strongly Disagree","Strongly Disagree",NA,NA,NA,"Pro",6,81,116,"For","PRO",0,0,0,1,0
60,1651664791639,"04/05/2022 11:46:31",6405005,4,58,"Somewhat Disagree","statements",19,"Never","Never",30,"Female","Undergraduate degree (BSc, BA)",2,"Leave","Because their families are","Somewhat Agree",NA,"Strongly Disagree","Strongly Disagree","Strongly Disagree",NA,NA,NA,"Strongly Disagree","Strongly Disagree","Strongly Disagree",NA,NA,NA,"Pro",3,110,116,"For","PRO",0,0,0,1,0
61,1651664794778,"04/05/2022 11:46:34",6405005,4,59,"Agree","statements",19,"Never","Never",30,"Female","Undergraduate degree (BSc, BA)",1,"Leave","Independent form the EU","Somewhat Agree",NA,"Strongly Disagree","Strongly Disagree","Strongly Disagree",NA,NA,NA,"Strongly Disagree","Strongly Disagree","Strongly Disagree",NA,NA,NA,"Pro",6,109,116,"For","PRO",0,0,0,1,0
